"LoanOriginalAmount","DebtToIncomeRatio","credit_and_prosper_grade","BankcardUtilization"
7500,NA,"E",0.63
2000,0.15,"D",0.01
17500,0.11,"AA",0.17
4800,0.32,"E",0.97
10000,NA,"E",0.91
15000,0.48,"B",0.9
5000,NA,"D",0.48
7000,0.22,"D",0.66
9999,0.22,"C",0.54
4000,0.16,"HR",0.84
5000,0.14,"A",0
4000,0.35,"D",0.93
4000,0.21,"E",0.27
11000,0.1,"A",0.58
24000,0.19,"A",0.44
15000,0.37,"C",0.88
5000,0.01,"A",0.02
4000,NA,"E",0.7
1800,NA,"A",0.39
3000,0.14,"D",0.99
1200,0.13,"C",0.53
2000,0.34,"E",0.89
6500,0.32,"A",0.4
3000,0.12,"C",0.96
25000,0.32,"A",0.93
8000,0.35,"D",0.22
12000,0.16,"A",0.06
4000,0.23,"D",0.56
5000,0.22,"A",0.97
10000,0.27,"D",0.76
16233,0.69,"A",0.04
10000,0.26,"D",0.58
11000,0.15,"A",0.58
8000,0.46,"D",0.52
5000,0.12,"A",0.41
7500,0.28,"E",0.81
9200,0.44,"B",0.73
15000,0.48,"C",0.47
3000,0.06,"D",0.91
6000,0.14,"A",0.05
5000,0.23,"A",0.58
1500,0.46,"D",NA
13000,0.23,"B",0.17
2000,0.33,"HR",0.2
25000,0.46,"AA",0
20000,0.13,"B",0.57
10000,0.26,"B",0.81
7500,0.25,"B",0.83
2000,0.05,"B",0.07
7500,0.27,"A",0.94
8100,10.01,"C",0.62
6000,0.18,"D",0.69
15000,0.07,"B",0.18
8000,NA,"C",0.96
15000,0.21,"C",0.62
3500,0.17,"AA",0.16
19000,0.12,"A",0.41
6500,NA,"C",0.64
25000,0.27,"B",0.96
23400,0.3,"A",0.65
10000,0.1,"D",0.37
10000,0.41,"B",0.45
5000,0.14,"B",0.29
35000,0.22,"B",0.9
2000,0.2,"B",0.82
10000,0.29,"D",0.46
24000,0.14,"C",0.73
6500,0.2,"D",0.77
5000,0.27,"C",0.41
1000,0.08,"HR",NA
6000,NA,"C",0.5
9800,0.27,"D",0.94
4000,0.15,"HR",0.8
3000,0.14,"E",0.63
9999,0.23,"D",0.86
35000,0.22,"A",0.57
15000,0.14,"A",0.49
3500,0.09,"C",0.78
15000,NA,"B",0.77
2000,0.06753,"A",NA
4300,0.21,"D",0.83
7000,0.13,"A",0.39
16000,0.23,"B",0.56
2575,0.3,"HR",1.03
12500,0.41,"D",0.9
10000,0.1,"B",0.66
3500,NA,"C",NA
2500,0.34,"D",0.78
15000,0.34,"B",0.81
6500,0.14,"AA",0.07
25000,0.17,"AA",NA
15000,0.33,"B",0.07
7500,0.2,"B",0.63
19000,0.25,"B",0.52
10000,0.2,"B",0.79
18000,0.23,"AA",0.46
20000,0.21,"A",0.47
5000,0.13,"D",0.64
2000,0.24,"HR",0.17
4400,0.3,"D",0.52
12500,0.18,"B",0.97
7500,0.32,"D",0.83
10000,0.27,"D",0
12000,0.18,"B",0.89
7000,0.17,"AA",0.31
3000,NA,"A",0.01
5000,0.17,"D",0.13
2000,0.14,"AA",0.58
3500,0.07,"A",0.59
35000,0.21,"B",0.55
7500,0.57,"E",0.4
10000,0.34,"D",0.7
4000,0.39,"E",0.97
20000,0.2,"B",0.55
7000,0.16,"A",0.52
5000,NA,"D",0.93
2200,NA,"AA",0.05
10000,0.35,"AA",0.11
15000,0.31,"C",0.44
15000,0.33,"C",0.97
4000,NA,"E",0.72
25000,0.29,"B",0.43
5000,0.08,"HR",NA
4500,0.18,"B",0.65
15000,0.33,"B",0.82
15000,0.25,"A",0.2
3000,0.45,"E",0.88
25000,0.1,"B",0.49
15000,0.25,"A",0.84
4500,0.33,"E",1
4000,0.14,"A",0.78
4575,0.13,"C",0.6
15000,0.38,"B",0.5
8000,0.1,"AA",NA
6000,0.2,"B",NA
2100,0.2,"D",0.7
7000,0.34,"E",0.24
12000,0.12,"A",0.48
8000,0.37,"B",0.98
3000,0.1,"E",0
5000,0.24,"C",0.72
4500,0.3,"D",0.59
1040,0.09,"HR",NA
2000,0.11,"A",0.4
2100,0.2,"A",0.05
10000,0.46,"E",0.84
2500,0.29,"C",0.79
2000,0.18,"D",0.94
10000,0.13,"A",0.21
8000,0.11,"A",0.56
10000,0.19,"C",0.71
25000,0.25,"B",0.97
1200,0.11,"D",0.93
9750,0.2,"A",0.79
6500,0.21,"A",0.44
4000,0.22,"B",0.95
7500,0.4,"C",0.88
9500,0.16,"AA",0.5
6000,0.44,"D",0.38
4000,0.17,"HR",0.88
3000,0.38,"C",0.95
12000,0.37,"C",0.39
4500,0.2,"C",0.61
13000,0.24,"B",0.27
4000,0.6,"HR",0.77
1500,0.02,"D",NA
13000,0.22,"D",0.5
15000,0.36,"C",0.8
8750,0.52,"B",0.33
25000,10.01,"AA",0.03
12500,0.33,"B",0.45
14000,0.18,"A",0.19
10000,0.23,"B",0.23
9000,0.26,"B",0.71
13000,0.25,"C",0.59
5000,0.09,"A",0.6
3000,0.22,"D",0.96
3606,0.24,"HR",0.75
8000,0.22,"C",0.98
8000,0.22,"B",0.3
5000,0.04,"A",0.18
13087,0.18,"D",NA
15000,0.14,"C",0.39
14800,0.61,"D",0.51
4000,0.15,"E",0.71
1140,0.2,"E",NA
4000,0.43,"C",0.48
3000,0.24,"B",0.33
4000,0.12,"A",0.44
15000,0.4,"A",0.2
3000,0.34,"A",0.58
4000,0.52,"D",0.76
3000,0.19,"E",0.61
8500,0.2,"B",0.63
8700,0.37,"B",0.84
4000,0.56,"C",0.66
4000,0.32,"D",0.84
9500,0.2,"C",0.53
20000,0.23,"A",0.03
10000,0.08,"E",NA
4000,0.05,"C",0
2800,0.07,"B",0.55
3600,0.3,"D",0.59
20000,0.16,"C",0.64
7000,0.18,"AA",0.51
1400,0.01,"HR",NA
7000,0.07,"D",0.5
10000,0.36,"D",0.43
7500,0.32,"C",0.75
12000,0.12,"A",0.8
9000,0.43,"C",0.48
4000,0.27,"B",0.13
3000,0.02,"B",0.49
5000,0.26,"A",0.39
8000,0.13,"D",0.39
4000,0.16,"AA",0.04
4000,NA,"HR",1
15000,0.33,"C",0.88
2500,0.09,"D",0.95
1000,0.34,"HR",1.02
15000,0.11,"B",0.41
3000,0.24,"HR",0.99
20000,0.21,"B",0.55
2300,0.21,"D",0.89
4000,NA,"HR",0.74
10000,0.34,"C",0.69
1000,0.45,"A",0.37
3000,0.2,"C",0.93
4000,0.29,"HR",0.95
2000,0.12,"AA",0.06
2500,0.15,"C",0.56
4000,0.07,"C",0.2
7350,0.49,"E",0.99
15000,0.17,"C",0.87
15000,0.38,"C",0.48
10000,0.53,"D",0.97
4000,0.22,"B",0
17500,0.26,"B",0.44
2500,0.11,"A",0.07
4000,0.15,"E",0.86
4999,0.04,"A",0.33
6000,NA,"C",0.82
4000,0.52,"HR",0.85
15000,0.19,"C",0.85
4000,0.26,"E",0.53
15000,0.21,"C",0.31
7000,NA,"AA",0.23
15000,0.46,"C",0.4
4000,0.42,"E",0.84
10000,0.2,"D",0.98
7000,0.4,"D",0.68
4500,0.16,"A",0.23
4000,0.27,"E",0.39
4000,0.23,"E",0.68
8000,0.36,"D",0.51
2200,0.02,"HR",NA
8900,0.19,"A",0.34
2000,NA,"B",0.37
14000,0.09,"B",0.3
4000,NA,"HR",0.41
3000,0.09,"D",0.89
13000,0.17,"A",0.38
4500,0.22,"D",0.35
10000,0.08,"B",0.1
1000,0.12,"E",0.83
2500,0.53,"C",0.19
15000,0.15,"D",0.99
5000,0.11,"C",0.07
15000,0.16,"C",0.95
3500,0.29,"E",NA
16000,0.14,"B",0.57
4000,NA,"E",0.89
15000,0.05,"D",0.15
9000,NA,"B",0.36
4000,NA,"A",0.64
11000,0.44,"C",0.73
10000,0.44,"C",0.42
7500,0.19,"C",0.92
4000,0.25,"E",NA
4000,0.19,"A",0.02
14000,0.19,"A",0.21
20000,0.34,"AA",0.32
2000,0.16,"HR",0.71
10000,0.38,"D",0.83
15000,0.3,"B",0.67
7500,0.16,"A",0.43
3500,0.07,"B",0.09
15000,0.37,"A",0.93
13500,0.09,"B",0.11
5000,0.07,"A",0.06
10000,NA,"C",0.83
1000,0.22,"HR",0.25
2000,0.27,"C",0.95
4000,NA,"D",0.62
4500,0.13,"B",0.23
10000,0.25,"B",0.92
5000,NA,"E",0.47
4000,0.19,"HR",0.07
13000,0.68,"C",0.9
12000,0.05,"A",0.49
12000,0.16,"AA",0.12
6001,0.33,"B",0.5
25000,0.36,"B",0.63
2500,0.14,"C",0.98
10000,0.32,"C",0.85
7000,0.07,"AA",0.47
4000,0.24,"E",0.8
8000,0.15,"A",0.35
8000,0.1,"B",0.72
4000,0.1,"E",0.59
3000,0.04,"E",0.48
15000,0.37,"A",0.01
3500,0.17,"C",0.71
3100,0.24,"C",1.03
7000,0.11,"C",0.52
1500,NA,"NC",NA
2000,NA,"D",0.99
15000,0.36,"A",0.72
7500,0.28,"A",0.2
1500,0.08,"E",0.41
4000,0.19,"HR",0
22000,0.33,"AA",0.76
8250,0.14,"AA",0.21
10000,NA,"B",0.64
15000,0.08,"AA",0.06
5000,0.12,"A",0.28
15000,0.27,"B",0.44
8000,0.26,"C",0.79
7500,0.37,"D",0.96
7500,0.36,"D",0.55
4000,0.25,"E",0.81
15000,0.32,"A",0.65
5500,0.17,"D",0.97
10000,0.31,"D",0.32
4000,NA,"E",0.98
3000,0.31,"D",0.87
11500,0.19,"B",0.98
3000,0.09,"B",0.23
17000,0.22,"A",0.35
1000,0.03,"NC",NA
15000,0.36,"B",0.45
4000,NA,"HR",0.09
4000,0.22,"C",0.38
3000,0.04671,"C",NA
4000,NA,"D",0.35
4000,0.34,"D",0.64
14000,0.14,"B",0.86
12000,0.41,"A",0.2
4000,0.2,"E",0.97
25000,0.13,"B",0.66
4000,0.25,"E",1
20000,0.3,"B",0.75
10000,0.41,"D",0.68
4000,0.19,"E",0.81
25000,0.2,"A",0.31
4000,0.12,"HR",0
5000,0.06,"D",0.68
3500,NA,"B",0
5000,0.08,"AA",0.04
5000,0.5,"E",0.97
9000,0.23,"C",0.95
20000,0.25,"C",0.99
2500,0.8,"D",0.82
9500,0.13,"C",0.18
10000,0.23,"C",NA
3300,0.14,"B",NA
1500,0.15,"AA",0.18
7500,0.15,"A",0.19
1500,0.02,"HR",0
15000,0.19,"D",0.36
4000,0.13,"HR",0.93
10000,0.5,"C",0.91
2500,0.18,"",0.21
4000,NA,"HR",0
3500,0.22,"HR",0.83
3000,0.1,"E",0.6
20000,0.29,"C",0.87
3000,0.25,"D",0.93
20000,0.1,"AA",0.29
6500,0.14,"C",0.62
3000,0.24,"B",0.02
17000,0.17,"C",0.94
9000,0.14,"C",NA
10000,0.29,"D",0.75
4000,0.23,"HR",0.94
3530,0.15,"D",0.76
4000,0.12,"E",0.05
12000,0.18,"B",0.98
2500,0.24,"A",0.46
10000,0.33,"C",0.87
10000,0.27,"D",0.72
3000,0.19,"C",0.87
7000,0.13,"D",0.89
7000,0.26,"C",NA
11500,0.37,"B",0.47
4000,0.44,"C",0.85
15000,0.18,"C",0.9
4000,0.1,"D",0.47
6001,0.17,"HR",NA
8500,0.2,"A",0.97
4000,0.38,"D",0.83
25000,0.24,"A",0.55
4000,NA,"E",0.98
20000,0.17,"AA",0.21
3367,0.15,"HR",0.63
1500,0.17,"D",0.96
4000,0.29,"E",0.84
2000,0.07,"AA",0.01
2000,0.24,"E",0.97
11000,0.26,"D",0.57
3000,0.22,"D",1
20000,0.27,"A",0.97
1000,0.05,"HR",0.57
13000,0.16,"A",0.32
3000,0.08,"E",0.73
1000,0.13,"AA",0
3000,0.16,"E",NA
10000,NA,"A",0.03
10000,0.23,"C",0.49
9500,0.51,"D",0.98
6000,0.16,"C",NA
3500,0.36,"B",0
9500,0.26,"B",0.23
2500,0.04,"B",0.81
4000,0.33,"E",0.32
10000,0.08,"B",0.99
2500,0.1,"HR",NA
14000,0.2,"C",0.74
3000,0.13,"HR",NA
11600,0.26,"A",0.61
4000,0.43,"HR",1
15000,0.24,"C",0.67
2500,0.17,"HR",NA
9000,0.22,"B",0.91
10000,0.05,"AA",0.09
35000,0.15,"B",0.65
15000,0.12,"D",0
25000,0.14,"C",0.54
25000,0.16,"A",0.31
4000,0.26,"HR",0.93
7500,0.07,"B",0
2800,0.04,"HR",NA
7000,0.34,"B",0.38
7500,0.29,"C",0.29
5500,0.26,"C",0
4000,0.3,"C",0.82
4000,NA,"HR",0.61
4000,NA,"A",0.96
25000,0.3,"B",0.53
7000,1.37,"D",0.6
10000,0.44,"D",0.7
17500,0.11,"B",0.83
10000,0.38,"C",0.74
3500,0.26,"A",0.63
4000,0.18,"C",0.48
5000,0.26,"C",NA
2500,0.35,"E",0.04
4000,0.61,"HR",0.24
4200,0.19,"B",0.64
20000,0.32,"AA",0.52
11500,0.33,"B",0.27
9500,0.13,"AA",0
4000,0.23,"AA",0.23
25000,0.31,"C",0.9
6000,0.26,"D",0.5
15000,0.27,"B",0.85
2100,0.28,"HR",NA
3000,0.01,"AA",NA
6000,0.5,"C",NA
20000,0.16,"A",0.61
3500,0.29,"C",0.72
7000,0.19,"A",0.6
7500,0.3,"D",0.91
15000,0.32,"A",0.83
10000,0.32,"B",0.99
10000,0.32,"B",0.57
4000,0.11,"E",0.2
3000,0.26,"D",0.95
3800,0.07,"HR",0
4000,NA,"E",0.96
6000,0.21,"B",0.98
10000,0.6,"C",0.7
5000,0.07,"D",0.26
6000,0.14,"C",0.21
3500,0.18,"E",0.87
8000,0.21,"A",0.29
25000,0.25,"B",0.21
2000,0.07,"HR",0.97
5000,0.25,"C",0.08
7500,0.14,"B",0.89
15000,0.42,"C",0.98
12000,0.21,"A",0.8
2500,0.13,"A",0.19
3700,0.32,"HR",0.68
3000,0.39,"HR",0.95
10000,0.42,"B",0.48
5500,0.05,"D",0.84
10000,0.21,"D",0.67
9500,0.25,"C",0.73
3000,0.2,"E",0.56
15000,0.06,"B",0.67
6200,0.2,"A",0.35
4000,NA,"C",0.4
8000,0.25,"D",0
10000,0.32,"B",0.6
25000,0.2,"B",0.69
4000,0.28,"E",0.77
3000,0.11,"HR",0.07
1200,0.06,"D",0.6
2000,0.13,"C",0.36
15000,0.34,"C",0.79
7550,0.21,"D",0.98
4000,0.47,"HR",0.77
25000,0.65,"B",0.69
10000,0.48,"C",0.56
7500,NA,"E",0.75
2000,0.29,"D",0.79
19000,0.11,"A",0.91
4000,NA,"HR",0.33
2500,0.15,"E",0.77
1800,0.3,"C",1.01
4000,0.31,"C",0.52
2550,0.14,"HR",NA
4600,0.19,"HR",0.91
2400,0.1,"B",0
25000,0.31,"A",0.61
3000,0.12,"HR",0.08
5000,NA,"B",0.66
1000,0.05,"HR",NA
2000,0.01,"B",0.25
10000,0.21,"C",0.96
4000,0.49,"HR",0.94
20000,0.19,"AA",0.33
4000,NA,"E",0.87
4000,NA,"D",0.22
2000,0.29,"C",0.64
2000,0.13,"B",0.64
10000,NA,"A",0.24
15000,0.31,"B",0.93
9000,0.15,"A",0.63
4000,0.13,"D",0.67
20000,0.23,"C",0.81
3000,0.36,"E",0.94
10000,0.09,"A",0
7500,0.36,"HR",0
3000,NA,"E",0.85
15000,0.29,"A",0.66
5000,0.18,"A",0.41
25000,0.24,"A",0.45
5000,0.34,"A",0.96
4000,0.22,"HR",0.96
10000,0.28,"D",0.85
6500,0.19,"D",0.9
10000,NA,"E",0.6
15000,0.44,"C",0.57
20000,0.3,"A",0.17
2025,0.08,"NC",NA
4000,0.18,"C",0.79
3600,0.27,"B",0.62
1500,0.04,"NC",NA
4000,0.18,"E",0.98
9500,0.38,"A",0.53
10000,0.3,"C",0.56
25000,0.2,"B",0.57
1500,0.24,"HR",0.91
4000,0.35,"HR",0.6
9000,0.28,"B",0.99
4000,0.17,"HR",NA
4000,NA,"HR",0.38
10000,0.21,"A",0.57
11000,0.17,"D",0.7
10000,NA,"C",0.29
15000,0.43,"C",0.64
2000,0.09,"C",0.57
5000,0.36,"C",0.17
4000,0.16,"A",0.13
10000,0.13,"C",0.6
4000,0.35,"D",0.9
4000,0.38,"E",0.55
4000,0.15,"HR",0
15000,0.26,"C",0.52
10000,0.38,"E",0.99
10000,0.13,"C",0.84
2750,0.2,"C",0.78
3000,0.24,"D",0.97
3440,NA,"HR",0.82
15000,0.24,"A",0.75
11000,0.09,"A",0.83
10000,0.28,"D",0.75
3000,0.22,"D",0.59
25000,0.18,"B",0.71
9700,0.12,"AA",0.37
10000,0.36,"D",0.83
8000,0.36,"A",0
7500,0.16,"E",1.06
9500,0.17,"C",0.85
2000,0.2,"C",0.79
2500,0.48,"C",0.81
20000,0.16,"B",0.62
4000,1.25,"E",1
15000,0.17,"AA",0.71
3000,0.46,"C",0.26
8000,0.24,"AA",0.06
13000,0.37,"D",0.63
13688,0.34,"C",0.73
25000,0.07,"AA",0.03
1500,0.45,"E",0.56
7000,0.17,"A",0.29
4000,NA,"E",0.99
4500,0.48,"E",0.87
14500,0.14,"A",0.94
4000,NA,"C",0.68
4000,NA,"HR",0.36
10000,0.18,"A",0.24
3000,NA,"D",0.91
12000,0.1,"A",0.3
13000,0.19,"C",0.95
4000,0.23,"HR",0.76
3600,NA,"AA",0.06
10000,0.42,"C",0.16
5000,0.28,"B",0.6
10000,0.19,"C",0.59
15000,0.43,"C",0.83
5700,0.2,"C",0.65
4000,0.33,"HR",0.98
20000,NA,"A",0.86
1250,0.26,"C",0.67
1600,0.25,"HR",0.77
10000,0.31,"D",0.95
4000,NA,"E",0.92
4000,0.13,"E",0.99
10000,0.33,"B",0.5
4500,0.3,"C",0.73
15000,NA,"C",0.91
5000,0.26,"B",0.2
2500,0.3,"HR",NA
10000,0.19,"D",0.96
14500,0.22,"AA",0.12
1000,0.3,"HR",1.05
5000,0.23,"B",0.94
15000,0.2,"B",0.19
2000,0.16,"E",0.94
4000,0.15,"C",0.98
3700,0.15,"A",0.03
4000,0.32,"HR",0.97
4000,0.39,"C",0.92
11000,0.38,"C",0.7
15000,0.31,"A",0.33
5750,0.18,"E",0.74
7200,0.14,"B",0.86
4000,0.37,"E",0.88
15000,0.15,"AA",NA
10000,NA,"A",0.4
10500,0.25,"A",0.72
4000,0.38,"C",0.89
15000,0.21,"C",0.93
3500,NA,"AA",0.56
4000,0.17,"B",0.57
2200,0.15,"B",0.64
25000,0.07,"AA",0.27
6001,0.03,"AA",0.04
7000,0.14,"A",0.24
7500,0.18,"E",0.99
3000,0.22,"C",0.69
10000,0.14,"AA",0.04
6000,NA,"B",0.15
6200,0.73,"B",NA
1500,0.12,"AA",0.23
4000,0.27,"D",0.88
11009,0.26,"C",0.41
3500,0.07,"E",0.68
9000,0.2,"A",0.5
2000,NA,"HR",0.7
15000,0.35,"C",0.94
11500,0.35,"C",0.97
4000,0.14,"E",0.66
3000,0.06,"B",0
5250,0.18,"B",0.6
1400,0.35,"A",0.42
4000,0.32,"A",0.05
7000,0.16,"A",0.28
1500,0.55,"E",1.01
3000,NA,"C",0.82
5000,0.14,"D",0.07
2000,0.32,"D",0.74
3000,0.15,"C",0.76
6000,0.33,"B",0.5
10000,0.11,"A",0.88
8550,0.11,"A",0.59
3637,0.16,"A",0.03
10000,NA,"C",0.04
3000,0.36,"D",0.81
15000,0.26,"C",0.31
15000,0.26,"C",0.95
15000,0.24,"C",0.93
2000,0.38,"HR",0.79
15000,0.18,"D",0
2500,0.36,"D",0.53
20000,0.38,"C",0.61
6500,NA,"C",0.51
7500,0.22,"C",0.81
15000,NA,"D",0.34
1100,0.3,"B",0.34
4000,0.14,"HR",0.28
7800,0.14,"B",0.12
15000,0.37,"B",0.45
25000,0.25,"AA",0.21
25000,0.18,"AA",0.11
20000,0.25,"AA",0.48
12000,0.28,"C",0.61
10000,0.28,"A",0.68
3000,0.41,"C",0.41
1000,0.52,"HR",1.03
18000,0.1,"AA",0.39
2000,0.32,"HR",1
7000,0.37,"D",1.04
4000,0.39,"E",0.6
3000,NA,"E",0.22
4000,0.28,"HR",0.6
3500,0.15,"D",0.03
20000,0.35,"B",0.64
7500,0.31,"E",0.94
3000,0.2,"E",NA
4000,0.06,"E",0.96
5000,0.5,"D",0.93
6500,0.13,"A",0.68
3500,0.07,"D",0.42
5000,0.05,"B",0.06
15000,NA,"C",0.38
4000,0.29,"C",0.43
3000,0.19,"AA",0.32
10000,0.18,"A",0.48
7500,0.25,"A",NA
16000,0.2,"C",0.57
5000,0.17,"E",NA
2000,0.03,"HR",0
9999,0.17,"A",0.74
4000,0.27,"B",0.79
8000,0.14,"B",0
25000,0.15,"AA",0.48
13000,0.21,"AA",0.48
7500,0.36,"C",0.95
7500,NA,"C",0.97
3500,0.3,"D",0.97
2900,0.3,"C",0.77
8500,0.15,"C",0.49
2000,0.02,"AA",0.65
15000,0.17,"B",0.67
10600,0.19,"AA",0.1
25000,0.14,"AA",0.12
4000,0.71,"HR",0.67
12000,0.16,"B",0.31
1000,0.25,"HR",0.83
20000,0.08,"A",0.87
6700,0.28,"B",0.6
8000,0.22,"C",0.13
3000,NA,"D",0.92
5000,0.48,"A",0.13
8500,0.24,"C",0.8
3000,NA,"C",0.12
10000,0.13,"C",0.93
3000,0.11,"B",0.97
3200,0.3,"HR",0.83
9000,0.24,"C",0.77
5000,0.1,"AA",0.04
3000,0.15,"D",0.91
2800,0.45,"HR",0.97
8500,NA,"C",0.74
5000,0.2,"B",0.53
3000,0.07,"AA",0.05
5000,0.08,"D",0.7
10000,0.5,"B",0.25
5000,0.07,"A",0.53
17500,0.28,"C",0.65
4000,0.23,"D",0.67
4000,0.19,"C",0.64
2200,0.19,"D",0
5000,0.14,"AA",0.23
10000,0.18,"C",0.27
5000,0.07,"C",0.92
12000,0.2,"A",0.51
10000,0.49,"C",0.77
9000,0.17,"D",0.92
4000,0.38,"E",0.89
10000,0.43,"D",0.96
4000,0.22,"B",0.06
2000,0.08,"E",0.66
6500,0.12,"B",NA
1500,0.19,"HR",0
10500,0.21,"D",0.69
15000,0.23,"D",0.83
3570,0.17,"A",0.12
1025,0.2,"AA",0
10000,0.31,"A",0.31
4000,0.72,"E",0.78
1000,0.07,"HR",0
8000,0.27,"C",0.73
10000,0.2,"D",0.99
4000,0.07,"D",0.21
4600,0.47,"D",0.4
9000,0.1,"C",0.63
1000,0.22,"HR",1.06
15000,0.6,"C",0.67
1299,0.36,"E",1.04
9200,0.32,"C",0.94
10000,0.2,"D",0.46
15000,0.36,"C",0.64
4000,0.3,"E",0.75
5000,0.58,"C",0.66
9000,0.32,"C",0.31
7000,0.2,"D",0.59
13000,0.28,"B",0.28
12009,0.37,"AA",0.18
33000,0.18,"B",0.26
4000,0.97,"D",0.61
6500,0.23,"C",0.73
1600,0.16,"HR",0.95
7000,0.18,"A",0
10000,0.46,"D",0.55
10000,0.41,"C",0.8
15000,0.37,"C",0.72
5000,0.11,"D",0.96
4500,0.23,"HR",0.99
14000,NA,"D",0.59
4000,NA,"E",0.79
15000,0.26,"B",0.71
2000,0.19,"E",0.85
1500,0.01,"D",0
1000,0.18,"HR",1.03
8000,0.08,"AA",0.21
15000,0.15,"B",0.39
15000,0.43,"C",0.64
3500,0.46,"D",1.01
22500,0.29,"B",0.94
1050,0.3,"C",0.73
4000,0.47,"C",0.95
4000,0.16,"E",0.73
2600,0.04,"HR",NA
3000,0.18,"D",1.21
6000,0.27,"C",0.45
5000,0.14,"A",0.18
1600,0.08,"C",0.85
3500,0.05,"AA",0.06
9500,0.25,"A",0.35
10000,0.33,"C",0.69
4000,0.25,"C",0.28
8500,0.54,"D",0.79
7000,0.18,"D",1
10000,0.35,"D",0.51
35000,0.13,"A",0.07
24000,0.2,"AA",0.61
10000,0.35,"E",0.58
2500,0.04,"B",0
4000,0.11,"D",0.62
3000,0.33,"E",0.84
15000,0.28,"A",0.35
2750,NA,"E",0.93
13000,0.31,"A",0.72
10000,0.12,"B",0
15000,0.21,"D",0.86
10000,0.27,"C",0.66
9000,0.29,"B",0.43
5000,0.11,"B",0.55
5800,0.32,"A",0.39
4000,0.29,"E",0.56
4000,0.16,"E",0.95
2000,0.41,"E",0.85
10000,0.35,"A",0.31
6500,0.13,"B",0.7
2475,0.39,"A",0.55
11000,0.19,"D",0
4500,0.19,"C",0.88
15000,0.31,"C",0.4
8000,0.04,"C",0.02
4000,0.84,"HR",0.74
7000,0.32,"B",0.85
5000,0.26,"A",0.12
10000,0.2,"B",0.53
2000,0.1,"B",0.85
5000,0.35,"E",0.91
1000,0.03,"D",0.53
25000,0.04,"AA",0
3500,0.08,"A",0.19
5000,0.25,"D",0.75
5000,0.11,"AA",0.03
8000,0.36,"C",0.58
10000,0.34,"D",0.72
5000,0.15,"A",0.36
1000,0.08,"E",0
25000,0.15,"A",0.41
25000,0.22,"A",0.64
20000,0.13,"AA",0.03
4999,0.1,"C",0.83
1000,0.14,"HR",0
4000,0.14,"E",0.19
25000,0.22,"A",0.22
15000,0.07,"A",0.65
25000,0.14,"AA",0.03
4000,0.31,"C",0.25
10000,0.21,"D",0.96
5000,0.49,"E",0.88
15000,0.3,"AA",0
4000,NA,"B",0.92
4000,0.43,"D",0.84
4000,0.54,"HR",0.37
4000,0.44,"HR",0.42
4000,0.2,"B",0.49
2600,0.33,"HR",0
8000,NA,"B",0
4000,0.18,"D",0
3500,0.65,"B",0.24
15000,0.35,"A",0.84
12750,0.35,"A",0.34
6000,0.12,"AA",0.31
3000,0.47,"HR",0.41
2000,0.23,"C",NA
5000,0.1,"B",0.74
2000,0.08,"A",0.19
19000,0.22,"A",0.58
22000,0.4,"A",0.55
4000,0.26,"HR",0.81
10000,0.22,"A",0.87
15000,0.32,"C",0.78
10000,0.29,"D",0.77
10000,NA,"B",0.26
6000,0.04,"B",0.84
14000,0.19,"AA",0.7
4000,0.15,"AA",0.18
18000,0.21,"A",0.06
15000,0.12,"B",0.12
10000,0.41,"D",0.71
25000,0.14,"A",0.9
10000,NA,"D",0.92
10000,0.03,"AA",NA
11500,0.28,"A",0.22
7000,0.05,"AA",NA
11500,0.36,"C",0.97
15000,0.51,"C",0.82
5250,0.15,"C",0.79
12000,0.16,"C",0.5
15000,NA,"C",0.87
9500,0.17,"D",0.81
25000,0.31,"C",0.58
5000,0.13,"C",0.94
5800,0.16,"HR",NA
2000,0.2,"D",0.99
3000,0.22,"C",0.69
5000,NA,"D",0.27
15000,0.55,"C",0.2
18500,0.24,"C",0.63
5000,0.18,"C",0.82
11000,0.25,"AA",0.21
4000,0.35,"E",0.27
2000,0.14,"E",0.88
3500,0.29,"B",0.9
2550,0.29,"HR",NA
10000,0.19,"C",0.86
6625,0.33,"D",0.97
2102,NA,"B",0.93
4500,0.32,"C",0.51
10000,0.12,"AA",0.26
8500,0.26,"B",0.42
6500,0.35,"D",0.87
2000,0.23,"E",0.65
4000,0.07,"HR",0.37
2000,0.23,"E",0.24
5000,0.36,"D",0.77
4000,NA,"HR",0.88
8000,0.21,"D",0.93
4000,0.18,"D",0.72
4000,NA,"HR",0.99
2000,0.16,"A",0.12
1000,0.08,"AA",NA
15000,0.23,"C",0.86
3500,0.37,"D",0.74
6000,0.13,"A",0.25
12228,NA,"A",0.06
4000,0.25,"C",0.84
20000,0.22,"A",0.49
10000,0.51,"C",0.53
18000,0.25,"B",0.52
5000,0.38,"AA",0.63
7000,0.22,"C",0.83
10000,NA,"C",0.72
10500,0.21,"B",0.61
2000,0.09,"E",0.54
4000,0.16,"D",0.81
3595,0.19669,"A",NA
6000,0.2,"B",0.66
8000,0.4,"E",0.64
1000,NA,"B",0.05
18000,0.18,"AA",0.81
15000,0.42,"C",0.15
6500,0.23,"C",0.41
15000,0.16,"C",0
2000,0.32,"C",0.77
10000,0.15,"C",0.55
5500,0.36,"C",0.74
12000,0.12,"B",0.84
3400,0.37,"D",0.58
5000,0.17,"C",0.2
